qt,PART,              DESCRIPTION,PART#,VNDR,VNDR#,COST,UNIT,VOLT,PHASE,AMPS,ASSEMBLY,TAGS,NOTES,LAST PRICE UPDATE,MANUAL Link
,RING,"Panduit Stronghold Ring Terms, #10-12AWG",EV10-56RB-Q,KDL,3951067,$0.18,ea.,,,12.0A,WIRING,,,2/19/2025,
,RING,"Panduit Stronghold Ring Terms, #10-12AWG #3/8"" Stud",EV10-38RB-Q,KDL,2828393,$0.18,ea.,,,12.0A,WIRING,,,2/19/2025,
,PNU,1 Station w/attached Leads & Fittings 24VDC,SY5120-5GZ-N7T-F2,OTP,48055803-00,$66.00,ea.,24 VAC,,,PNU,,,,
,PNU,1 Station w/attached Leads & Fittings 110VAC,SY5120-3GZ-N7T-F2,OTP,48063810-00,$64.22,ea.,110 VAC,,,PNU,,,,
,PNU,1 Station w/attached Leads & Fittings 24VDC,VUVG-L10-M52-RH-T14-U-1H2L-C3,GRY,564212,$59.19,ea.,24 VAC,,,PNU,,,6/16/2022,
,PNU,"5/2 Valve 24VDC Coil 1/4"" PTC (1/4"" OD Tubing)",6V110J1/4B200,FCI,6V110J1/4B200,$20.10,ea.,24 VAC,,,PNU,,,9/4/2024,
,PNU,"5/2 Valve 110VAC Coil  1/4"" PTC (1/4"" OD Tubing)",6V110-J1/4C200,FCI,6V110-J1/4C200,$15.56,ea.,110 VAC,,,PNU,,,,
,PNU,"1/4"" NPT 1 Station Valve Subplate for 1/4"" PTC",6V100M1FT,FCI,6V100M1FT,$4.10,ea.,,,,PNU,,,1/16/2025,
,PNU,"1/4"" NPT 2 Station Valve Subplate 1/4"" PTC",6V100M2FT,FCI,6V100M2FT,$3.73,ea.,,,,PNU,,,,
,PNU,"1/4"" NPT 4 Station Valve Subplate 1/4"" PTC",6V100M4FT,FCI,6V100M4FT,$7.00,ea.,,,,PNU,,,7/1/2022,
,PNU,"1/4"" NPT 6 Station Valve Subplate 1/4"" PTC",6V100M6FT,FCI,6V100M6FT,$9.20,ea.,,,,PNU,,,7/1/2022,
,PNU,"1/4"" NPT 8 Station Valve Subplate 1/4"" PTC",6V100M8FT,FCI,6V100M8FT,$11.40,ea.,,,,PNU,,,7/1/2022,
,PNU,"1/4"" NPT 10 Station Valve Subplate 1/4"" PTC",6V100M10FT,FCI,6V100M10FT,$14.90,ea.,,,,PNU,,,9/4/2024,
,PNU,"1/4"" NPT 12 Station Valve Subplate 1/4"" PTC",6V100M12FT,FCI,6V100M12FT,$14.71,ea.,,,,PNU,,,6/23/2022,
,PNU,Blank Plate for Manifold,6V100M Repair Kits,FCI,P-6V100M-R2,$0.60,ea.,,,,PNU,,,11/1/2024,
,PNU,Hollow Hex Pipe Plug (Need Three),C3169X4/ 04,FCI,2222-4S,$0.53,ea.,,,,PNU,,,11/1/2024,
,PNU,"Muffler 1/4"" MNPT-Bronze (Need Two)",BM-28,FCI,BM-28,$1.42,ea.,,,,PNU,,,11/1/2024,
,PNU,PTC Plug 1/4 (For A or B port),PP1/4,FCI,PP1/4,$0.66,ea.,,,,PNU,,,7/1/2022,
,PNU,PTC Plug 3/8,PP3/8,FCI,PP3/8,$0.94,ea,,,,PNU,,,11/1/2024,
,PNU,PTC-CONN-1/4 TUBE X 1/4 MNPT (Manifold Supply Connection),PC1/4-N2U,FCI,PC1/4-N2U,$1.08,ea.,,,,PNU,,,9/4/2024,
,PNU,"5/3 Valve 24VDC Coil 3/8"" PTC (3/8"" OD Tubing)",6V210J3/8B200,FCI,6V210J3/8B200,$20.10,ea.,24 VAC,,,PNU,,,11/1/2024,
,PNU,"PTC-CONN 3/8"" Tube x 1/4 MNPT (Manifold Supply Connection)",PC3/8-N2U,FCI,PC3/8-N2U,$1.54,ea.,,,,PNU,,,11/1/2024,
,PNU,"PTC Elbow 90-3/8 Tube x 3/8"" Plug In",PLJ3/8,FCI,PLJ3/8,$2.90,ea.,,,,PNU,,,11/1/2024,
,PNU,"1/4""NPT 1 Station Valve Subplate for 3/8"" PTC",6V200M1FT,FCI,6V200M1FT,$4.10,ea.,,,,PNU,,,,
,PNU,"1/4""NPT 2 Station Valve Subplate for 3/8"" PTC",6V200M2FT,FCI,6V200M2FT,$5.10,ea.,,,,PNU,,,9/28/2023,
,PNU,"1/4""NPT 3 Station Valve Subplate for 3/8"" PTC",6V200M3FT,FCI,6V200M3FT,$5.87,ea.,,,,PNU,,,,
,PNU,"1/4""NPT 4 Station Valve Subplate for 3/8"" PTC",6V200M4FT,FCI,6V200M4FT,$8.25,ea.,,,,PNU,,,11/1/2024,
,PNU,"1/4""NPT 5 Station Valve Subplate for 3/8"" PTC",6V200M4FT,FCI,6V200M5FT,$8.25,ea.,,,,PNU,,,,
,PNU,"1/4""NPT 6 Station Valve Subplate for 3/8"" PTC",6V200M6FT,FCI,6V200M6FT,$12.00,ea.,,,,PNU,,,11/1/2024,
,PNU,"1/4""NPT 7 Station Valve Subplate for 3/8"" PTC",6V200M7FT,FCI,6V200M7FT,$10.63,ea.,,,,PNU,,,,
,PNU,"1/4""NPT 8 Station Valve Subplate for 3/8"" PTC",6V200M8FT,FCI,6V200M8FT,$15.00,ea.,,,,PNU,,,1/31/2025,
,PNU,"1/4""NPT 9 Station Valve Subplate for 3/8"" PTC",6V200M9FT,FCI,6V200M9FT,$13.01,ea.,,,,PNU,,,,
,PNU,"1/4""NPT 10 Station Valve Subplate for 3/8"" PTC",6V200M10FT,FCI,6V200M10FT,$14.20,ea.,,,,PNU,,,,
,PNU,"1/4""NPT 11 Station Valve Subplate for 3/8"" PTC",6V200M11FT,FCI,6V200M11FT,$15.39,ea.,,,,PNU,,,,
,PNU,"1/4""NPT 12 Station Valve Subplate for 3/8"" PTC",6V200M12FT,FCI,6V200M12FT,$16.58,ea.,,,,PNU,,,,
,PNU,"5/2 Valve 24VDC Coil 1/2"" NPT",4V41015ET,FCI,4V41015ET,$29.67,ea.,24 VAC,,,PNU,,,,
,PNU,2 Station 400 Series Manifold Valve Subplate,400M2FT,FCI,400M2FT,$15.13,ea.,,,,PNU,,,,
,PNU,4 Station 400 Series Manifold Valve Subplate,400M4FT,FCI,400M4FT,$24.65,ea.,,,,PNU,,,,
,PNU,"PTC CONN 1/2"" Tube X 1/2"" NPT",PC1/2-N4U,FCI,PC1/2-N4U,$1.96,ea.,,,,PNU,,,,
,PNU,Plug 1/2M NPT Short Thread- Hex HD,3152X8,FCI,3152X8,$2.35,ea.,,,,PNU,,,,
,PNU,"Ethernet/IP 8 Station (16-3/2, NC Outputs), 1/4"" Ports (1/2"" Supply)","EB 80-E0EN-P51Z00-B40822221IIII-B40822221IIII-M500Z00-C2 - (16-3/2, NC outputs)",FCI,,$940.46,ea.,,,,PNU,,,9/13/2022,
,PNU,M8 Power Connector,2.40E+08,FCI,240009037,$20.74,ea.,,,,PNU,,,9/13/2022,
,PNU,"D-Coded Eth Cable 5M, Can be used for Any Ethernet Family Unit",2.40E+08,FCI,240005095,$116.94,ea.,,,,PNU,,,9/13/2022,
,PNU,16 Station 300 Series Manifold Valve Subplate,3V300M16FT,FCI,3V300M16FT,$43.25,ea.,,,,PNU,,,8/21/2024,
,PNU,"300 Series Air/Pilot operated Valve 3/8"" PTC",3A31010NCT,FCI,3A31010NCT,$16.75,ea.,,,,PNU,,,,
,PNU,"CPV10S Series 8 Station 16 Coil Manifold Assembly 5/32"" PTC",CPV10SJ5/32B8F,FCI,CPV10SJ5/32B8F,$101.43,ea.,,,,PNU,,,,
,PNU,CPV15M 3/2 NC 24VDC 10-STATION VALVE MANIFOLD,CPV15SB10FT,FCI,CPV15SB10FT,$100.13,ea.,24 VAC,,,PNU,,,10/9/2024,
,PNU,"25 Pin DSUB Cable 2M, Male to Male for CPV10S Series Manifold Assy",F-DSUB25F200,FCI,F-DSUB25F200,$16.08,ea.,,,,PNU,,,,
,PNU,"25 PIN DSUB CABLE 5M, FEMALE TO FEMALE",F-DSUB25F500,FCI,F-DSUB25F500,$26.25,ea.,,,,PNU,,,10/9/2024,
,PNU,M8 Power Connector,SAC-4P-20-542/M8 FS BK,GRY,25499370,$8.57,ea.,,,,PNU,,,,
,PNU,"Phoenix D-Coded Eth Cable 5M, Can be used for Any Ethernet Family Unit",NBC-M12MSD/ 2 0-93F/R4AC,GRY,,$31.99,ea.,,,,PNU,,,,
,M12D,Turck U-28728 Ethernet Cordset M12 Straight Male 4Pin to RJ45 Male Shielded Cable,RSSDRJ45441-3M,GLA,3497272,$59.88,ea.,,,,,,,1/22/2024,
,PNU,"16 Port 1/4"" PTC Bulkhead (Multiconnector) NEMA12",16 Port 1/4 PTC Icotek Bulkhead,FCI,Quote 26042,$90.19,ea.,,,,PNU,,,,
,PNU,PTC BULKHEAD (12) 1/4 PTC,CA42141-4,FCI,CA42141-4,$77.10,ea.,,,,PNU,,,,
,PNU,8 Station 16 VLV Assembly (VTUG-10-VRPT-B1T-B2-Q8B-UB-QH6SU-8K+SC),"$573,606.00",GRY,NOF FES,$997.63,ea.,16 VAC,,,PNU,,,,
,PNU,Modbus/TCP Communication Adapter for above,"$2,798,071.00",GRY,25990821,$388.17,ea.,,,,PNU,,,,
,PNU,8 Station 16 VLV Assembly w/DSUB Cable (VTUG-10-MSDR-B1T-24V20-B2-Q8B-UB-QH6SU-8K+M1SC,"$573,606.00",GRY,NOF FES,$997.63,ea.,16 VAC,,,PNU,,,,
,FEST,4 Sation 4 Valve Manifold Kit 24VDC w/Attached Cables,VTUG-10-SH2-S1T-T14L-UL-T14S-4A+C1,GRY,,$289.26,ea.,24 VAC,,,PNU,,,,
,FEST,6 Station 4 Valve Manifold (2 Blanks) Kit 24VDC w/Attached Cables,VTUG-10-SH2-S1T-T14L-UL-T14S-4A2L+C1,GRY,,$308.69,ea.,24 VAC,,,PNU,,,,
,FEST,6 Station Manifold Kit 24VDC w/Cables,VTUG-10-SH2-S1T-T14L-UL-T14S-6A+W3,GRY,,$416.57,ea.,24 VAC,,,PNU,,,10/13/2021,
,FEST,8 Station Manifold Kit 24VDC w/Cables,VTUG-10-SH2-S1T-T14L-UL-T14S-8A+W3,GRY,,$513.10,ea.,24 VAC,,,PNU,,,9/21/2021,
,FEST,Blanking Plug (To plug either the 'A' port or 'B' port),B-M5-B,GRY,174308,,,,,,PNU,,,,
,PNU,Four Way 120VAC Valve Single,45A-AA1-DAAJ-1KJ,NEFF,,$35.10,ea.,120 VAC,,,PNU,,,3/8/2022,
,PNU,Four Way 24VDC Valve Single,45A-AA1-DDAJ-1KJ,NEFF,,$35.10,ea.,24 VAC,,,PNU,,,3/8/2022,
,PNU,Cable,E-45007-DA1K,NEFF,,$16.75,ea.,,,,PNU,,,3/8/2022,
,PNU,"1/8"" Fittings (NEED THREE)",3175 56 11,NEFF,,$2.60,ea.,,,,PNU,,,3/8/2022,
,PNU,"1/8"" Muffler",P18,NEFF,,$1.66,ea.,,,,PNU,,,3/8/2022,
,PNU,4 Gang Manifold w/Valves & Fittings,45 Series 4 Gang Manifold,NEFF,Q18C9325,$371.67,ea.,,,,PNU,,,6/1/2022,
,PNU,8 Gang Manifold w/Valves & Fittings,45 Series 8 Gang Manifold,NEFF,18Q0004744,$726.60,ea,,,,PNU,,,6/9/2022,
,PEPP,Purge & Pressurization Control Unit,7500-MTD-BXRW-01,GLA,4424498,"$1,644.15",ea.,,,,ENCLOSURE,,,2/12/2025,
,PEPP,Purge & Pressurization Vent (Enclosure Vent),EPV-7500-AA-01,GLA,4654752,$459.88,ea.,,,,ENCLOSURE,,,2/12/2025,
,PEPP,"3/8""OD PTC to 1/2"" NPT Elbow (NEED TWO)",â€ŽBXG PL3/8-N4 2,AMZ,‎BXG PL3/8-N4,$17.99,qty2,,,,ENCLOSURE,,,2/12/2025,
,PEPP,"3/8"" OD PTC to 3/8"" NPT Straight (NEED ONE)",â€ŽBXG PC3/8-N3,AMZ,‎BXG PC3/8-N3,$12.99,qty2,,,,ENCLOSURE,,,2/12/2025,
,PEPP,"3/8"" NPT Hex Nut (NEED ONE)",B0BLBRCWJ1,AMZ,B0BLBRCWJ1,$7.99,qty25,,,,ENCLOSURE,,,2/12/2025,
,PEPP,"1/4"" OD PTC to 1/4"" NPT Straight (NEED TWO)",â€ŽBXG PC1/4-N2,AMZ,‎BXG PC1/4-N2,$9.99,qty2,,,,ENCLOSURE,,,2/12/2025,
,PEPP,"1/4"" NPT Hex Nut (NEED ONE)","HN1/4""-20",AMZ,"HN1/4""-20",$9.99,qty100,,,,ENCLOSURE,,,,
,PEPP,Purge & Pressurization Access,NC-6-4-SS,OTP,,,,,,,ENCLOSURE,,,,
,PEPP,Purge & Pressurization Access,NC-6-8-SS,OTP,,,,,,,ENCLOSURE,,,,
,PEPP,Purge & Pressurization Access,EFC-6-SS,OTP,,,,,,,ENCLOSURE,,,,
,PEPP,Purge & Pressurization Access,EFC-4-SS,OTP,,,,,,,ENCLOSURE,,,,
,VLV,"Valworx - 1"" Pneumatic Sanitary Ball Valve, Spring Return, Tri-Clamp",Valworx 570302,VAL,570302,$557.60,ea.,,,,,,,7/5/2023,
,VLV,"Valworx - 1.5"" Pneumatic Sanitary Ball Valve, Spring Return, Tri-Clamp",Valworx 570303,VAL,570303,$768.80,ea.,,,,,,,7/5/2023,
,LVL,"Continuous Level Sensor, 12"" 4-20mA",LTX03-LP-XD3-P12-A-12-N,INT,505-187-L120,"$1,004.85",ea.,,,,,,,7/5/2023,
,LVL,"Continuous Level Sensor, 20"" 4-20mA",LTX03-LP-XD3-P12-A-20-N,INT,505-187-L200,"$1,024.65",ea.,,,,,,,7/5/2023,
,PREG,"Festo Proportional Pressure Regulator, 4-20mA, 0-87PSI",VPPI-5L-3-G18-0L6H-A4-S1D,GRY,8104667,$352.18,ea.,,,,PNU,,,,
,PREG,SMC Electric Pressure Regulator 1-70PSI 4-20mA,ITV2030-01N2CL4,OTP,,$367.07,ea.,,,,PNU,,,4/18/2022,
,MRK,AB Blank Marker,1492-MR6X8,KDL,2579608,$10.40,ea.,,,,WIRING,,,2/19/2025,
,PRINTER,Cembre Mini-Rolly Ribbon (Black TPS-060),"$4,296,050.00",GLA,3860109,$109.38,ea.,,,,,,,8/19/2024,
,PRINTER,Cembre 100x100 White Label,8403004WVYG,GLA,4682551,$478.72,1100pc,,,,,,,1/24/2024,
,PRINTER,Cembre 16x16 White Label 8402000WVYG,"$4,529,115.00",GLA,4682553,$383.11,21050pc,,,,,,,1/24/2024,
,PRINTER,Cembre 4531684 50x80 GY TTL Label,8400053PPYG,GLA,4716037,$606.10,2200pc,,,,,,,1/24/2024,
,PRINTER,Cembre Marker KM-Roll 025 61955-015N (25x15 WH),"$4,295,460.00",GLA,4422324,$235.45,8500pc,,,,,,,1/24/2024,
,PRINTER,Cembre Legend MG-PTSA 15191 (50x30 WH),"$4,116,912.00",GLA,3701532,$205.50,150pc,,,,,,,1/22/2024,
,PRINTER,Cembre Plate MG-VRT-A 88908 25x80MM White Self-Adhesive,"$4,117,557.00",GLA,3910465,$135.94,100pc,,,,,,,1/22/2024,
,PRINTER,Cembre Tag MG-ETF 64192-SBS (13x57 White),"$4,101,650.00",GLA,4377864,$178.60,700pc,,,,,,,9/6/2024,
,PRINTER,"M21-375-499 Brady 3/8"" Nylon Cloth Black on White",M21-375-499,KDL,2708276,$27.44,ea.,,,,,,,2/19/2025,
,PT,"Pressure Transducer, 20-30 VDC, -14.6-58PSI, G1 ,-25-150C",PI1705,IFM,PI1705,$440.20,ea.,30 VAC,,,,,,12/19/2024,
,PT,"Pressure Transducer, 18-32VDC, -14.5-14.5PSI,",PI1709,IFM,PI1709,$440.20,ea.,32 VAC,,,,,,12/19/2024,
,ADP,"Process Adapter - G1 to TC1-1/2""",E33201,IFM,E33201,$46.15,ea.,,,,,,,12/19/2024,
,ADP,"Process Adapter - G1 to TC2""",E33202,IFM,E33202,$68.40,ea.,,,,,,,12/19/2024,
,ADP,,E33208,IFM,E33208,$36.90,ea.,,,,,,,12/19/2024,
,RTD,,TD2211,IFM,TD2211,$133.67,ea.,,,,,,,12/19/2024,
,RTD,,TD2233,IFM,TD2233,$133.98,ea.,,,,,,,12/19/2024,
,RTD,,TD2241,IFM,TD2241,$127.60,ea.,,,,,,,12/19/2024,
,RTD,,TD2243,IFM,TD2243,$127.60,ea.,,,,,,,12/19/2024,
,RTD,,TD2247,IFM,TD2247,$127.60,ea.,,,,,,,12/19/2024,
,RTD,,TD22251,IFM,TD22251,$167.75,ea.,,,,,,,12/19/2024,
,RTD,"PT100 Temp Sensor,  250mm Probe Length, 0-300F 4-20mA",TA2262,IFM,TA2262,$102.46,ea.,,,,,,,12/19/2024,
,RTD,"PT100 Temp Sensor, 50mm Probe Length, 4-20mA, 0-300F - Tri Clamp - W/ Display",TD2813,IFM,TD2813,$143.84,ea.,,,,,,,12/19/2024,
,RTD,,TD2833,IFM,TD2833,$171.00,ea.,,,,,,,12/19/2024,
,RTD,,TD2913,IFM,TD2913,$144.71,ea.,,,,,,,12/19/2024,
,RTD,"PT100 Temp Sensor,  350mm Probe Length, 0-300F 4-20mA",TA2292,IFM,TA2292,$102.46,ea.,,,,,,,12/19/2024,
,RTD,,TA2293,IFM,TA2293,$174.75,ea.,,,,,,,12/19/2024,
,RTD,"PT1000 Temp Sensor , 83mm Probe Length, 3mm dia. G3/8"" Internal Thread 18-32DC /IO Link",TA1321,IFM,TA1321,$122.64,ea.,,,,,,,12/19/2024,
,RTD,,,IFM,TA2242,$99.22,ea.,,,,,,,12/19/2024,
,LS,"Level Sensor, 11mm Probe Length, G 1/2 Sealing Cone, 18-30VDC, M12 Connection",LMT100,IFM,LMT100,$197.12,ea.,30 VAC,,,,,,12/19/2024,
,LS,,LMT102,IFM,LMT102,$195.90,ea.,,,,,,,12/19/2024,
,LS,,LMT104,IFM,LMT104,$227.40,ea.,,,,,,,12/19/2024,
,LS,,LMT192,IFM,LMT192,$199.80,ea.,,,,,,,12/19/2024,
,FLM,"Magnetive Inductive Flow Meter, 160GPM, G2 external, DN50 flat",SM2001,IFM,SM2001,$784.88,ea.,,,,,,,12/19/2024,
,ADP,"G2 to TC2"" Adapter",US0043,IFM,US0043,$107.21,ea.,,,,,,,,
,FLM,"Promag H300 Electro Magnetic Flow Meter 24VDC 4-20mA  1/2"" NPT",5H3B50-167P2/101,FOR,"H 300 5H3B50 DN50 2""","$5,118.70",ea.,24 VAC,,,,,,,
,LS,"Guided Radar Sensor with Display, G1, 4-20mA, Modul only No Probe",LR2750,IFM,LR2750,$620.00,ea.,,,,,,,12/19/2024,
,LS,"Probe for Guided Radar 1000mm, Cut to Length",E43341,IFM,E43341,$85.25,ea.,,,,,,,12/19/2024,
,MCCV,"Butterfly Valve Assembly, 2 Way, 4"" Flanged, 90deg. 600CV, Iron, NC /FC",F6100HD+PKRXUP-MFT-T,COC,F6100HD+PKRXUP-MFT-T,"$2,267.57",ea.,,,,,,,,
,MCCV,"2 Way, 6"" Flanged, Cast Iron, 400 Cv, 24 VAC, NC/FC",B6600S-400+GKRX24-MFT,COC,B6600S-400+GKRX24-MFT,"$2,417.36",ea.,24 VAC,,,,,,,
,CCV,"2 Way, 1-1/4"", NPT, 37 Cv, Forged Brass, SS Ball and Stem, 24VAC/DC, NC/FC",B232+AFRB24,COC,B232+AFRB24,$305.36,ea.,24 VAC,,,,,,,
,CCV,"2 Way, 1-1/2"", NPT, 37 Cv, Forged Brass, SS Ball and Stem, 24VAC/DC, NC/FC",B240+AFRB24,COC,B240+AFRB24,$308.77,ea.,24 VAC,,,,,,,
,TOOL,ITool 1-1/8in x 3/4in Draw Stud,DS118,KDL,3874238,$94.99,ea.,,,,,,,2/19/2025,
,TOOL,ITool 2-1/2in Punch and Die,PD07,KDL,4646587,$143.94,ea.,,,,,,,2/19/2025,
,LGT,"Banner WL50-3 Work Light 12-30V IP65/67/69K, White 5 K M30 Threaded Base",WL50-3,HHB,WL50-3W W/30,$135.02,ea.,30 VAC,,,,,,,
,PUM,"QDOS 4-20mA Input, 100-240V",QDOS 20 Peristaltic Pump,PE,0M0.184L.GLA,"$2,830.00",ea.,240 VAC,,,,,,,
,CCV,"Modulating Cooling Control 2 Way, 46 CV  2"" NPT, NO/F0",B249+AFRB24-SR,COC,B249+AFRB24-SR,$542.11,ea.,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,, ,,,,,,,,,,,,,
Y,Enclosures,16Hx16Wx10D Grey Type 4 Enclosure,CSD16610,Hoffman,CSD16610,$395.00,1,EA,2-3 weeks,1,Auto-populated,Enclosures,8/11/2025 19:23:34,Template System,
Y,Enclosures,STAINLESS 20Hx16Wx10D Type 4x Enclosure,CSD20160SS,Hoffman,CSD20160SS,$895.00,1,EA,2-3 weeks,1,Auto-populated,Enclosures,8/11/2025 19:23:40,Template System,
Y,Enclosures,STAINLESS 20Hx16Wx8D Type 4x Enclosure,CSD20168SS,Hoffman,CSD20168SS,$825.00,1,EA,2-3 weeks,1,Auto-populated,Enclosures,8/11/2025 19:23:42,Template System,
Y,Enclosures,20Hx20Wx10D Grey Type 4 Enclosure,CSD20210,Hoffman,CSD20210,$525.00,1,EA,2-3 weeks,1,Auto-populated,Enclosures,8/11/2025 19:23:48,Template System,
Y,Panels,Galvanized Subpanel for 16x10 Enclosure,CP1610G,Hoffman,CP1610G,$135.00,1,EA,2-3 weeks,1,Auto-populated,Panels,8/11/2025 19:23:55,Template System,
Y,Control Systems,IDEC MicroSmart FC6A 16 I/O PLC,PLC-IDEC-16IO,IDEC,PLC-IDEC-16IO,$240.00,1,EA,2-3 weeks,1,Auto-populated,Control Systems,8/11/2025 19:23:59,Template System,
Y,Control Systems,IDEC MicroSmart FC6A 40 I/O PLC,PLC-IDEC-40IO,IDEC,PLC-IDEC-40IO,$310.00,1,EA,2-3 weeks,1,Auto-populated,Control Systems,8/11/2025 19:24:03,Template System,
Y,Control Systems,"10"" Color Touch Screen HMI",HMI-10IN,IDEC,HMI-10IN,$850.00,1,EA,2-3 weeks,1,Auto-populated,Control Systems,8/11/2025 19:24:05,Template System,
Y,Control Systems,"12.1"" Color Touch Screen HMI",HMI-12IN,IDEC,HMI-12IN,"$1,085.00",1,EA,2-3 weeks,1,Auto-populated,Control Systems,8/11/2025 19:24:07,Template System,
Y,Power & Motor Control,1.5HP Variable Frequency Drive,VFD-1.5HP,ABB,VFD-1.5HP,$270.00,1,EA,2-3 weeks,1,Auto-populated,Power & Motor Control,8/11/2025 19:24:09,Template System,
Y,Power & Motor Control,3HP Variable Frequency Drive,VFD-3HP,ABB,VFD-3HP,$420.00,1,EA,2-3 weeks,1,Auto-populated,Power & Motor Control,8/11/2025 19:24:10,Template System,
Y,Safety Systems,Safety Relay System MSR127RP,SAFETY-RELAY,Allen Bradley,SAFETY-RELAY,$139.00,1,EA,2-3 weeks,1,Auto-populated,Safety Systems,8/11/2025 19:24:12,Template System,
Y,Safety Systems,Emergency Stop Button 22mm Red,E-STOP,Schneider,E-STOP,$22.00,1,EA,2-3 weeks,1,Auto-populated,Safety Systems,8/11/2025 19:24:14,Template System,
Y,Power & Motor Control,60A Non-Fused Disconnect 3-Pole,DISCONNECT-60A,Square D,DISCONNECT-60A,$103.00,1,EA,2-3 weeks,1,Auto-populated,Power & Motor Control,8/11/2025 19:24:17,Template System,
