qt,PART,              DESCRIPTION,PART#,VNDR,VNDR#,COST,UNIT,VOLT,PHASE,AMPS,ASSEMBLY,TAGS,NOTES,LAST PRICE UPDATE,MANUAL Link
,PS,UNO-PS/1AC/24DC/60W,"$2,902,992.00",GRY,25566492,$30.28,,,,1.0A,PWRDST,,,5/29/2025,
,PS,24VDC 3.75A 90W Slim 85-264VAC,PS5R-VE24,GLA,3568349,$43.16,ea.,24 VAC,,3.75A,PWRDST,,,9/11/2024,
,PS,UNO-PS/1AC/24DC/90W/C2LPS,"$2,902,994.00",GRY,25690539,$47.00,,,,1.0A,PWRDST,,,5/12/2025,
,PS,24VDC 5A 120VA Slim 85-264VAC,PS5R-VF24,GLA,3542146,$45.26,ea.,24 VAC,,5.0A,PWRDST,,,9/11/2024,
,PS,UNO-PS/1AC/24DC/150W,"$2,904,376.00",GRY,25703217,$44.48,,,,1.0A,PWRDST,,,,
,PS,24VDC 10A 240VA Slim 85-264VAC,PS5R-VG24,GLA,3568351,$89.47,ea.,24 VAC,,10.0A,PWRDST,,,1/23/2024,
,PS,UNO2-PS-1AC/24DC/240W,"$1,096,432.00",GRY,26544864,$105.43,ea.,,,1.0A,PWRDST,,,9/28/2023,
,PS,24VDC 10A 240VA SOLA 85-264VAC,SVL1024100,KDL,3595387,$118.03,ea.,24 VAC,,10.0A,PWRDST,,,2/19/2025,
,PS,TRIO-PS-2G/1AC/24VDC/240W,"$2,903,149.00",GRY,25794084,$182.40,,24 VAC,,1.0A,PWRDST,,,,
,PS,24VDC 20A 480W SOLA 85-264VAC,SVL2024100,KDL,3595388,$195.09,ea.,24 VAC,,20.0A,PWRDST,,,2/19/2025,
,PS,TRIO3-PS/1AC/24DC/10/4,"$1,252,696.00",GRY,26660682,$199.74,ea.,,,1.0A,PWRDST,,,3/4/2024,
,PS,TRIO3-PS/1AC/24DC/20/8,"$1,252,697.00",GRY,26659834,$310.91,ea.,,,1.0A,PWRDST,,,3/4/2024,
,PSBU,UPS-BAT/PB/24VDC/12AH 24V 12AH Battery,"$1,274,119.00",GRAY,26535339,$358.15,ea.,24 VAC,,12.0A,PWRDST,,,10/31/2024,
,TFMR,120V 150VA 600V Primary (120/240 secondary),E050JN HEV 50VA,KDL,,$38.22,ea.,120 VAC,,,PWRDST,,,10/1/2023,
,TFMR,120V 50VA Fused (240/480) Touch Safe,E050WB HEV 50VA,KDL,2028561,$83.44,ea.,120 VAC,,,PWRDST,,,2/19/2025,
,TFMR,120V 75VA Fused (240/480) Touch Safe,E075WB HEV 75VA,KDL,2079604,$91.68,ea.,120 VAC,,,PWRDST,,,2/19/2025,
,TFMR,120V 150VA Fused (240/480) Touch Safe,E150WB HEV 150VA,KDL,,$44.41,ea.,120 VAC,,,PWRDST,,,10/1/2023,
,TFMR,120V 250VA Fused (240/480) Touch Safe,E250WB HEV 250VA,KDL,2180396,$131.31,ea.,120 VAC,,,PWRDST,,,2/19/2025,
,TFMR,120V 500VA Fused (240/480) Touch Safe,E500WB HEV 500VA,KDL,2140049,$180.57,ea.,120 VAC,,,PWRDST,,,2/19/2025,
,TFMR,120V 1000VA Fused (240/480) Touch Safe,E1000WB HEV 1000VA,KDL,,$107.52,ea.,120 VAC,,,PWRDST,,,10/1/2023,
,TFMR,24VAC 100VA Fused (240/480) Touch Safe,E100EWB HEVIDUTY,KDL,,$48.88,ea.,24 VAC,,,PWRDST,,,10/1/2023,
,TFMR,24VAC 50VA Fused (240/120) Touch Safe,E050EWB HEVIDUTY,KDL,2293333,$83.22,ea.,24 VAC,,,PWRDST,,,10/1/2023,
,TFMR,24VAC 100VA Fused (240/120) Touch Safe,E100EWB HEVIDUTY,KDL,2242392,$48.88,ea.,24 VAC,,,PWRDST,,,10/1/2023,
,TFMR,24VAC 250VA Fused (240/120) Touch Safe,E250EWB HEVIDUTY,KDL,,$74.79,ea.,24 VAC,,,PWRDST,,,10/1/2023,
,TFMR,24VAC 500VA Fused (240/120) Touch Safe,E500EWB HEVIDUTY,KDL,2103329,$191.76,ea.,24 VAC,,,PWRDST,,,10/1/2023,
,TFMR,24VAC 750VA Fused (240/120) Touch Safe,E750EWB HEVIDUTY,KDL,2156107,$113.95,ea.,24 VAC,,,PWRDST,,,10/1/2023,
,TFMR,600V 150VA Fused (240/120),PH150AJ,GLA,2588715,$95.16,ea.,600 VAC,,,PWRDST,,,9/11/2024,
,TFMR,24VAC 100VA (240/120),PH100PG-FK,GLA,4444313,$78.55,ea.,24 VAC,,,PWRDST,,,1/22/2024,
,TFMR,Finger Guard (NEED TWO),FGF2,GLA,2625151,$4.42,ea.,,,,PWRDST,,,1/22/2024,
,TFMR,24VAC 250VA (240/120),PH250PG-FK,GLA,2951050,$128.04,ea.,24 VAC,,,PWRDST,,,1/22/2024,
,TFMR,Finger Guard (NEED TWO),FG3,GLA,2667244,$4.42,ea.,,,,PWRDST,,,1/22/2024,
,TFMR,24VAC 100VA (240/120),PH100PG,KDL,2672316,$67.83,ea.,24 VAC,,,PWRDST,,,10/1/2023,
,TFMR,24VAC 250VA (240/120),PH250PG,KDL,2633097,$111.57,ea.,24 VAC,,,PWRDST,,,10/1/2023,
,TFMR,24VAC 1000VA (240/120),PH1000PG,KDL,2881623,$158.28,ea.,24 VAC,,,PWRDST,,,10/1/2023,
,TFMR,Hammond Primary Fuse Kit,PFK3,KDL,2593853,$3.83,ea.,,,,PWRDST,,,10/1/2023,
,TFMR,Hammond Finger Guard,FG5,KDL,2714872,$2.76,ea.,,,,PWRDST,,,10/1/2023,
,LED,IDEC LED BAR LIGHT (WHITE),LF1B-NA3P-2THWW2-3M,GLA,4535037,$29.68,ea.,,,,CONTROL,,,9/11/2024,
,SW,AB KITS (LIGHTS),~~~~~~~~~~~~~~~~~~~~~~~~~~,KDL,~~~~~~~~~~~~,~~~~~~~,,,,,CONTROL,,,,
,PL,Green Pilot Light 24VDC,800FP-P3PN3G,KDL,2140865,$18.06,ea.,24 VAC,,,CONTROL,,,2/19/2025,
,PL,Amber Pilot Light 24VDC,800FP-P0PN3W,KDL,2975415,$18.06,ea.,24 VAC,,,CONTROL,,,2/19/2025,
,PL,White Pilot Light 24VDC,800FP-P7PN3W,KDL,2202722,$15.36,ea.,24 VAC,,,CONTROL,,,6/14/2024,
,PL,Red Pilot Light 24VDC,800FP-P4PN3R,KDL,2156399,$18.06,ea.,24 VAC,,,CONTROL,,,2/19/2025,
,PL,Green Pilot Light 120VAC,800FP-P3PN5G,KDL,2136960,$18.06,ea.,120 VAC,,,CONTROL,,,2/19/2025,
,PL,Amber Pilot Light 120VAC,800FP-P0PN5W,KDL,,$15.36,ea.,120 VAC,,,CONTROL,,,6/14/2024,
,PL,Red Pilot Light 120VAC,800FP-P4PN5R,KDL,2137348,$18.06,ea.,120 VAC,,,CONTROL,,,2/19/2025,
,PL,White Pilot Light 120VAC,800FP-P7PN5W,KDL,,$15.36,ea.,120 VAC,,,CONTROL,,,6/14/2024,
,SW,AB KITS (SWITCHES/PUSH BUTTONS),~~~~~~~~~~~~~~~~~~~~~~~~~~,KDL,~~~~~~~~~~~~,~~~~~~~,,,,,CONTROL,,,,
,SW,AB 2 POS 1NO Momentary Switch (Spring Ret from Rt),800FP-SR22PX10,KDL,3747682,$12.94,ea.,,,,CONTROL,,,6/13/2025,
,SW,AB 2POS 1NO SWITCH BLACK,800FP-SM22PX10,KDL,2155095,$12.93,ea.,,,,CONTROL,,,6/13/2025,
,SW,"2POS 1NO Keyed Switch, Key Removable in Left Position",800FP-KM21PX01,KDL,2830452,$25.24,ea.,,,,CONTROL,,,6/13/2025,
,SW,AB 3POS 2NO SWITCH PLASTIC,800FP-SM32PX20,KDL,2194587,$17.53,ea.,,3,,CONTROL,,,6/13/2025,
,SW,AB 3POS 2NC-1NO SWITCH PLASTIC,800FP-SM32PX12,KDL,4043758,$22.11,ea.,,3,,CONTROL,,,6/13/2025,
,SW,AB 800F GREEN PUSH BUTTON 1NO,800FP-F3PX10,KDL,2066848,$10.14,ea.,,,,CONTROL,,,6/13/2025,
,SW,AB 800F RED PUSH BUTTON 1NO,800FP-F4PX10,KDL,2458033,$10.14,ea.,,,,CONTROL,,,6/13/2025,
,SW,AB 800F BLACK PUSH BUTTON 1NC,800FP-F3PX01,KDL,,$7.23,ea.,,,,CONTROL,,,10/1/2023,
,SW,AB KITS (ILLUMINATED SWITCH/PB),~~~~~~~~~~~~~~~~~~~~~~~~~~,KDL,~~~~~~~~~~~~,~~~~~~~,,,,,CONTROL,,,,
,SW,"2 POS 1NO Illuminated Switch, Green 24V LED",800FP-LSM23PN3GX10,KDL,2569129,$37.89,ea.,24 VAC,,,CONTROL,,,6/13/2025,
,SW,"2 POS 1NO Illuminated Switch, Green 115V LED",800FP-LSM23PN5GX10,KDL,2638913,$37.89,ea.,115 VAC,,,CONTROL,,,6/13/2025,
,SW,"3 POS 2NO Illuminated Switch, Green 24V LED",800FP-LSM33PN3GX20,KDL,3605198,$44.26,ea.,24 VAC,,,CONTROL,,,6/13/2025,
,SW,"3 POS 2NO Illuminated Switch, Green 115V LED",800FP-LSM33PN5GX20,KDL,4239869,$44.26,ea.,115 VAC,,,CONTROL,,,6/13/2025,
,SW,2POS Momentary Switch (Spring Ret from Rt) Green 24V LED,800FP-LSR23PN3GX10,KDL,4160053,$37.26,ea.,24 VAC,,,CONTROL,,,6/13/2025,
,SW,2POS Momentary Switch (Spring Ret from Rt) Green 115V LED,800FP-LSR23PN5GX10,KDL,,$19.66,ea.,115 VAC,,,CONTROL,,,10/1/2023,
,SW,"2 POS 1NO Illuminated Switch, RED 24V LED",800FP-LSM24PN3RX10,KDL,4373950,$19.66,ea.,24 VAC,,,CONTROL,,,10/1/2023,
,SW,"AB ILLUMINATED GREEN PUSH BUTTON 1NO, 24V LED",800FM-LF3PN3GX10,KDL,2211220,$36.23,ea.,24 VAC,,,CONTROL,,,6/13/2025,
,SW,"AB ILLUMINATED GREEN PUSH BUTTON 1NO, 115V LED",800FM-LF3PN5GX10,KDL,4409814,$26.95,ea.,115 VAC,,,CONTROL,,,4/12/2024,
,SW,"AB ILLUMINATED RED PUSH BUTTON 1NC, 24V LED",800FM-LF4PN3RX01,KDL,3881893,$26.95,ea.,24 VAC,,,CONTROL,,,4/12/2024,
,SW,"AB ILLUMINATED RED PUSH BUTTON 1NC, 115V LED",800FM-LF4PN5RX01,KDL,4862187,$26.95,ea.,115 VAC,,,CONTROL,,,4/12/2024,
,SW,AB Lights/Switch/Components (NOT AS KITS!!),~~~~~~~~~~~~~~~~~~~~~~~~~~,KDL,~~~~~~~~~~~~,~~~~~~~,,,,,CONTROL,,,,
,SW,AB NO Contact Block Latch Mount Screw Termination,800F-X10,KDL,2089458,$4.63,ea.,,,,CONTROL,,,6/13/2025,
,,,,,,,ea.,,,,CONTROL,,,6/13/2025,
,SW,AB Push Button (Green),800FP-F4,KDL,2116123,$3.48,ea,,3,,CONTROL,,,6/13/2025,
,ES,,800FP-MT44PX03,KDL,,$31.17,ea,,,,SAFETY,,,3/6/2024,
,SW,AB Light/Switch Collar,800F-ALP AB LATCH PLATE,KDL,2094478,$2.60,ea.,,,,CONTROL,,,6/13/2025,
,ES,IDEC ESTOP 30mm (Padlock Type),XN4E-BL402MR,GLA,2881815,$52.63,ea.,,,,SAFETY,,,9/11/2024,
,ES,IDEC ESTOP 30mm (Padlock Type),XN4E-BL413MR,GLA,3477196,$57.89,ea.,,,,SAFETY,,,9/11/2024,
,LED,Green LED Light 24VDC (LED Module Latch Mount),800F-N3G,KDL,2129811,$21.12,ea.,24 VAC,,,CONTROL,,,6/13/2025,
,LED,Green LED Light 120VAC (LED Module Latch Mount),800F-N5G,KDL,2121539,$21.12,ea.,120 VAC,,,CONTROL,,,6/13/2025,
,CR,Relay SPDT 12A 120VAC LED (NEED SOCKET),RJ1S-CL-A120,GLA,2430855,$8.53,ea.,120 VAC,,12.0A,CONTROL,,,1/22/2024,
,CR,Relay (A2+ A1-) SPDT 12A 24VDC LED and Diode (NEED SOCKET),RJ1S-CLD-D24,GLA,3634496,$6.97,ea.,24 VAC,,12.0A,CONTROL,,,5/15/2024,
,CR,Socket for RJ1,SJ1S-07LW,GLA,3634498,$3.05,ea.,,,,CONTROL,,,9/26/2024,
,CR,Relay (A2+ A1-) DPDT 8A DC24V LED and Diode (NEED SOCKET),RJ2S-CL-D24,GLA,2290893,$8.09,ea.,24 VAC,,8.0A,CONTROL,,,1/22/2024,
,CR,Socket for RJ2,SJ2S-07LW,GLA,2977889,$4.73,ea.,,,,CONTROL,,,1/22/2024,
,CR,6mm 24VAC/DC SPDT 6A Spring (1.5A @240VAC Inductive),RV8H-S-AD24,GLA,3429491,$13.26,ea.,24 VAC,,6.0A,CONTROL,,,3/26/2025,
,CR,6mm 120VAC SPDT 6A Spring (1.5A @240VAC Inductive),RV8H-S-AD110,GLA,3283938,$14.14,ea.,120 VAC,,6.0A,CONTROL,,,1/22/2024,
,CR,14mm 24VAC/DC DPDT 6A Spring (1.5A @240VAC Inductive),RV8H-2S-AD24,GLA,3571643,$11.00,ea.,24 VAC,,6.0A,CONTROL,,,1/22/2024,
,CR,14mm 120VAC DPDT 6A Spring (1.5A @240VAC Inductive),RV8H-2S-AD110,GLA,3571644,$13.03,ea.,120 VAC,,6.0A,CONTROL,,,1/22/2024,
,CR,14mm 220VAC DPDT  Spring (1.5A @240VAC Inductive),RV8H-2S-AD220,GLA,3715882,$21.05,ea.,220 VAC,,1.5A,CONTROL,,,1/23/2024,
,CR,CH Relay DPDT 24VDC 5AMP/120V 8 BLADE 12AMP/277VAC,D7PF2AT1,GLA,2672510,$9.57,ea.,24 VAC,,5.0A,CONTROL,,,1/22/2024,
,CR,CH Relay DPDT 120VAC 15AMP/120V  8 BLADE 12AMP/277VAC,D7PF2AA,GLA,2672468,$9.57,ea.,120 VAC,,15.0A,CONTROL,,,1/22/2024,
,CR,CH Relay SOCKET DPDT  DIN PANEL MOUNT 8 BLADE SCREW,D7PAA,GLA,2780415,$4.26,ea.,,,,CONTROL,,,1/22/2024,
,CR,CH Relay 3PDT 24VDC 15AMP/120V 11 BLADE 12AMP/277VAC,D7PF3AT1,GLA,3799334,$12.57,ea.,24 VAC,3,15.0A,CONTROL,,,5/21/2025,
,CR,CH Relay 3PDT 120VAC 15AMP/120V 11 BLADE 12AMP/277VAC (NO LED INDICATOR or Mechanical Lever),D7PR3A,GLA,2263272,$10.24,ea.,120 VAC,3,15.0A,CONTROL,,,5/21/2025,
,CR,CH Relay 3PDT 120VAC 15AMP/120V 11 BLADE 12AMP/277VAC,D7PF3AA,GLA,3991188,$12.57,ea.,120 VAC,3,15.0A,CONTROL,,,5/21/2025,
,CR,CH RELAY SOCKET 3PDT DIN PANEL MOUNT 11 BLADE SCREW,D7PAB,GLA,3630128,$7.28,ea.,,3,,CONTROL,,,5/21/2025,
,CR,"Idec Plug In Relay 4PDT 6A, 110V-120V Coil, Needs Socket",RU4S-A110,GLA,133236,$9.00,ea.,110 VAC,,6.0A,CONTROL,,,1/22/2024,
,CR,Idec Din Mount Relay Socket,SY4S-05,GLA,133294,$7.39,ea.,,,,CONTROL,,,1/22/2024,
,CR,CH Relay 4PDT 24VDC 15AMP/120V 14 BLADE 12AMP/277VAC,D7PF4AT1,GLA,3755550,$15.01,ea.,24 VAC,,15.0A,CONTROL,,,5/21/2025,
,CR,CH Relay 4PDT 120VAC 15AMP/120V 14 BLADE 12AMP/277VAC,D7PF4AA,GLA,2534865,$14.87,ea.,120 VAC,,15.0A,CONTROL,,,1/22/2024,
,CR,CH Relay SOCKET 4PDT DIN PANEL MOUNT 14 BLADE SCREW,D7PAD,GLA,2776783,$7.82,ea.,,,,CONTROL,,,5/21/2025,
,CR,IDEC Relay 110/120VAC 10A DPDT,RH2B-UAC110-120V,GLA,133152,$8.42,ea.,120 VAC,,10.0A,CONTROL,,,9/11/2024,
,CR,IDEC Relay 24VDC 10A C10,RH2B-UDC24V,GLA,133144,$8.42,ea.,24 VAC,,10.0A,CONTROL,,,9/11/2024,
,CR,IDEC Socket Finger Safe C10,SH2B-05,GLA,133274,$5.26,ea.,,,,CONTROL,,,9/11/2024,
,SSCR,"6-12VDC Coil SSR, 24VDC Output 3.5A SPST",RV8S-S-D24-D6,GLA,3725377,$21.05,ea.,12 VAC,,3.5A,CONTROL,,,9/11/2024,
,SSCR,"24VDC Coil SSR, 24VDC Output 3.5A SPST",RV8S-S-D24-D24,GLA,3606821,$34.72,ea.,24 VAC,,3.5A,CONTROL,,,1/22/2024,
,SSCR,"SSR 1 Channel 6A SSR, 1-60VDC Output, 4-32VDC ""Coil""",SSM1D26BD,GRY,25808774,$30.30,ea.,60 VAC,,6.0A,CONTROL,,,10/1/2023,
,,,,,,,ea.,,,,CONTROL,,,3/6/2024,
,SSR,Square D Slim 1 Channel 3.5A 1-24VDC 3-12VD SSR,SSL1D03JD,GRY,,$18.01,ea.,24 VAC,,3.5A,CONTROL,,,12/4/2023,
,SSR,SSL1 Relay Spring Socket 5-24VDC Input,SSLZRA1,GRY,,$6.43,ea.,24 VAC,,,CONTROL,,,12/4/2023,
,SSR,Square D 30A SSR 24VDC Control (280V Max Output),SSM1A130BD,GRY,25804589,$29.64,ea.,24 VAC,,30.0A,CONTROL,,,11/12/2021,
,SSR,Square D 45A SSR 24VDC Control (280V Max Output),SSM1A145BD,GRY,25804591,$35.88,ea.,24 VAC,,45.0A,CONTROL,,,11/12/2021,
,SSR,Automation Direct 30A Solid State Relay,AD-SSR230-22-DCZ,ADIR,,$63.00,ea.,,,30.0A,CONTROL,,,11/12/2021,
,SSR,Automation Direct 65A Solid State Relay,AD-SSR665-45-DCZ,ADIR,,$71.00,ea.,,,65.0A,CONTROL,,,,
,SSR,IDEC 30A Solid State Relay,RSCDN-30A,GLA,2415515,$54.74,ea.,,,30.0A,CONTROL,,,9/11/2024,
,SSR,IDEC 45A Solid State Relay,RSCDN-45A,GLA,2415516,$54.46,ea.,,,45.0A,CONTROL,,,1/22/2024,
,SSR,"55A SSR DIN Mount, 24VDC Control, 280VAC",CMRD2455,GLA,2162102,$83.11,ea.,24 VAC,,55.0A,CONTROL,,,1/23/2024,
,SSR,"EATON 75A Solid State Relay, 24-280VAC (Need Heat-Sink)",D93275ACZ2,GLA,2863226,$59.01,ea.,280 VAC,,75.0A,CONTROL,,,1/22/2024,
,SSR,Terminal lugs for SSR Above (D93275ACZ2),,GLA,,,ea.,,,93275.0A,CONTROL,,,,
,SSR,"AB 25A SSR 24VDC Control, 42-530VAC (Need Heat-Sink)",700-SH25HZ25,KDL,5738,$25.24,ea.,24 VAC,,25.0A,CONTROL,,,10/1/2023,
0,SSR,"AB 50A SSR 24VDC Control, 42-530VAC (Need Heat-Sink)",700-SH50HZ25,KDL,2601711,$37.62,ea.,24 VAC,,50.0A,CONTROL,,,6/14/2024,
,SSR,"AB 75A SSR 24VDC Control, 42-530VAC (Need Heat-Sink)",700-SH75HZ25,KDL,2565214,$48.28,ea.,24 VAC,,75.0A,CONTROL,,,6/13/2025,
,SSR,"AB 100A SSR 24VDC Control, 42-530VAC (Need Heat-Sink)",700-SH100HZ25,KDL,2615316,$58.99,ea.,24 VAC,,100.0A,CONTROL,,,,
,SSR,AB SS Relay Terminal Adapter (Fork Terminals) Needed for 8AWG-1AWG,700-SHTRMA,KDL,3531522,$8.63,ea.,,,8.0A,CONTROL,,,6/13/2025,
,SSR,AB Heat Sink (DIN Mount) for 25A SSR,700-SN25,KDL,2571231,$23.93,ea.,,,25.0A,CONTROL,,,10/1/2023,
0,SSR,AB Heat Sink (DIN Mount),700-SN50,KDL,2582477,$62.52,ea.,,,,CONTROL,,,2/19/2025,
,SSR,AB Heat Sink (DIN Mount) w/FAN (115VAC Fan),700-SN50VHC,KDL,2582448,$96.00,ea.,115 VAC,,,CONTROL,,,10/1/2023,
,SSR,AB Heat Sink (DIN Mount) w/FAN (24VDC Fan),700-SN50HC,KDL,2581999,$79.80,ea.,24 VAC,,,CONTROL,,,2/19/2025,
,TMR,Dwyer Panel Mount Timer with Relay,LCT316-400,GLA,3757039,$57.53,ea.,,,,CONTROL,,,1/22/2024,
,TMR,"Schneider Multi-Function DIN Mount Timing Relay, Universal Voltage, SPDT",RE17RMMU,GRY,25559264,$36.60,ea.,,,,CONTROL,,,6/15/2022,
,TMR,"Schneider Off Delay DIN Mount Timing Relay, Universal Voltage, SPDT",RE17RCMU,GRY,25559260,$30.71,ea.,,,,CONTROL,,,6/15/2022,
,TMR,"Eaton Multi-Function DIN Mount Timing Relay, Universal Voltage, SPDT",TRL07,GLA,2711865,$37.46,ea.,,,,CONTROL,,,5/21/2025,
,LMCR,"SQ D Level Relay 24-250VAC/DC, 8A Max Output Current, 250 Ohm to 1 Mohm Range",RM35LM33MW,GRY,25285915,$63.89,ea.,250 VAC,,8.0A,CONTROL,,,9/23/2022,
,LMCR,"SQ D Level Relay 24-250VAC/DC, 8A Max Output Current, 250 Ohm to 1 Mohm Range",RM22LA32MR,GRY,26077389,$88.45,ea.,250 VAC,,8.0A,CONTROL,,,2/17/2025,
,STKLT,Terminal Element 24VAC/DC,630.800.75,GLA,4132115,$21.59,ea,24 VAC,,,CONTROL,,,1/22/2024,
,STKLT,Apater for single hole mount,630.820.00,GLA,4146639,$12.33,ea,,,,CONTROL,,,1/22/2024,
,STKLT,Red 24VAC/DC,634.130.75,GLA,4147170,$43.01,ea,24 VAC,,,CONTROL,,,1/22/2024,
,STKLT,GREEN 24VAC/DC,634.230.75,GLA,4147171,$43.01,ea,24 VAC,,,CONTROL,,,1/22/2024,
,STKLT,YELLOW 24VAC/DC,634.330.75,GLA,4147172,$43.01,ea,24 VAC,,,CONTROL,,,1/22/2024,
,PLC,"IDEC Smartaxis Touch 3.8"", 8 DI (2 can be AI) & 4RO",FT1A-C12RA-B,GLA,3445949,$315.79,ea.,,,,PLC/COM,,,9/11/2024,
,PLC,"IDEC Smartaxis Touch 3.8""",FT1A-C14SA-B,GLA,3460226,$368.42,ea.,,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 16I/O 24VDC 9IN (Sink/Source) 7RO RS485 Ethernet (MAX 4 Modules before EXP Module!),FC6A-C16R1CE,GLA,3573511,$147.37,ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 16I/O 24VDC 9IN (Sink/Source) 7TO RS485 Ethernet (MAX 4 Modules before EXP Module!),FC6A-C16P1CE,GLA,3574302,$168.42,ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 24I/O 24VDC 14IN (Sink/Source) 10RO RS485 Ethernet,FC6A-C24R1CE,GLA,3574379,$236.84,ea.,24 VAC,,,PLC/COM,,,9/18/2024,
,PLC,IDEC 24I/O 24VDC 14IN (Sink/Source) 10TO RS485 Ethernet,FC6A-C24P1CE,GLA,3574383,$223.16,ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 40I/O 24VDC 24IN (Sink/Source) 16RO RS485 Ethernet,FC6A-C40R1CE,GLA,3600487,$326.32,ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 40I/O 24VDC 24IN (Sink/Source) 16TO RS485 Ethernet,FC6A-C40P1CE,GLA,3717558,$326.32,ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,PLC,SmartAXIS 40I/O 24IN CPU DC power,FT1A-B40RKA,GLA,4535161,$221.94,ea.,,,,PLC/COM,,,9/11/2024,
,PLC,FC6A PLCs,~~~~~~~~~~~~~~~~~~~~~~~~~~,GLA,~~~~~~~~~~~~,~~~~~~~,,,,6.0A,PLC/COM,,,,
,PLC,IDEC PLUS 16I/O 24VDC 8IN (Sink/Source) 8TO (Sink) RJ45 Ethernet,FC6A-D16K1CEE,GLA,3756069,$240.00,ea.,24 VAC,,,PLC/COM,,,1/22/2024,
,PLC,IDEC PLUS 16I/O 24VDC 8IN (Sink/Source) 8RO RJ45 Ethernet,FC6A-D16R1CEE,GLA,3756075,$252.63,ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,PLC,IDEC PLUS 16I/O 24VDC 8IN (Sink/Source) 8TO (Source) RJ45 Ethernet,FC6A-D16P1CEE,GLA,3756071,$252.63,ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,PLC,3=MIL CONNECTOR! IDEC PLUS 32I/O 24VDC 16IN (Sink/Source) 8TO (Sink) RJ45 Ethernet,FC6A-D32K3CEE,GLA,3968922,$265.00,ea.,24 VAC,,,PLC/COM,,,1/22/2024,
,PLC,3=MIL CONNECTOR! IDEC PLUS 32I/O 24VDC 16IN (Sink/Source) 8TO (Source) RJ45 Ethernet,FC6A-D32P3CEE,GLA,3756077,$278.95,ea.,24 VAC,,,PLC/COM,,,9/11/2024,
,PLC,IDEC MicroSmart EXP. Interface Master Module,FC6A-EXM1M,GLA,4545812,$108.57,ea.,,,,PLC/COM,,,9/11/2024,
,PLC,IDEC MicroSmart EXP. Interface Slave Module,FC6A-EXM1S,GLA,4545813,$108.57,ea.,,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 2pt (-)10-10VDC / 4-20mA 16Bit,FC6A-J2C1,GLA,3574350,$157.89,ea.,10 VAC,,,PLC/COM,,,1/23/2024,
,PLC,IDEC 4pt (-)10-10VDC / 4-20mA 12Bit,FC6A-J4A1,GLA,3574347,$205.26,ea.,10 VAC,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 8pt 0-10V / 4-20mA Analog Input 12 Bit,FC6A-J8A1,GLA,3574314,$147.37,ea.,10 VAC,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 4pt IN / 2pt OUT (-)10-10VDC / 4-20mA 12Bit,FC6A-L06A1,GLA,3574352,$273.68,ea.,10 VAC,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 2pt 0-10VDC/-10 to 10VDC/0/4-20mA/Thermocouple/RTD 16 Bit,FC6A-J2C1,GLA,,$157.89,ea.,10 VAC,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 4pt 0-10VDC/-10 to 10VDC/0/4-20mA/Thermocouple/RTD 16 Bit,FC6A-J4CN1,GLA,3574361,$164.21,ea.,10 VAC,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 4pt 0-10VDC/-10 to 10VDC/0/4-20mA/Thermocouple/RTD 16 Bit,FC6A-J4CN4,GLA,4489224,$172.38,,10 VAC,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 8pt Thermocouple / Thermistor 15 Bit,FC6A-J8CU1,GLA,3574363,$200.00,ea.,,,,PLC/COM,,,9/11/2024,
,PLC,IDEC 2pt IN (-)10-10VDC / 4-20mA / RTD / TC  /  1pt OUT (-)10-10VDC / 4-20mA,FC6A-L03CN1,GLA,3574360,$205.26,ea.,10 VAC,1,,PLC/COM,,,9/11/2024,
,PLC,"IDEC Analog Module, -10 to 10VDC/4-20mA",FC6A-L06A1,GLA,,$273.68,ea.,10 VAC,,,PLC/COM,,,9/11/2024,
,PLC,"IDEC 4pt Analog Output Module, 0-10V/4-20mA 12-Bit",FC6A-K4A1,GLA,3574323,$173.68,ea.,10 VAC,,,PLC/COM,,,9/11/2024,
,PLC,IDEC RS232C RS484 Exp Module,FC6A-SIF2,GLA,4533489,$182.08,ea.,,,,PLC/COM,,,1/22/2024,
,PLC,"FT2J-7U22KAF-B  7"" PLC+HMI 22IO Trans. Sink",FT2J-7U22KAF,GLA,4856315,$656.25,ea.,,,,PLC/COM,,,9/11/2024,
,PLC,"FT2J-7U22RAF-B  7"" PLC+HMI 22IO Relay",FT2J-7U22RAF-B,GLA,4834579,$656.25,ea.,,,,PLC/COM,,,9/11/2024,
