VENDORCODE,PART ABBREV.,Vendor Part Code,Manufacturer PART NUMBER,PART DESCRIPTION & DETAILS,COST,Unit/Qty,SUB CATEGORY,LAST PRICE UPDATE,SHELF QTY,Notes,ORDER QTY (MATT),TOTAL COST (MATT),ADD TO ORDER (MATT)
GLA,CRD,4312972,VAS22-A653-25M,"Turck 25M (82ft) Type A Valve Cordset, 18mm 2 conductor plus Ground, Grey PVC Cable, Black Body",$93.05,ea.,,01/22/24,,"SPA EXPIRING 2/14, ADDITIONAL 3.5% INCREASE UPDATED 1/17/24-RJ",,$0.00,
GLA,CRD,4173119,VAS22-A669-5M-RS5.3T,Turck U1200-03 VALVE CORDSET TYPE A 18MM 2CONDUCTOR+GRD GROUND PARALLEL WIRED TO M12 5PIN MALE 5METER 0-220V GREY PUR JACKET 18AWG BLACK BODY,$23.10,ea.,VALVE CORDSET CABLE WITH TYPE A CONNECTOR,01/22/24,,,,$0.00,
GLA,CRD,4173236,VAS22-E669-5M-RS5.3T,Turck U7103-1 VALVE CORDSET TYPE A 18MM 2CONDUCTOR+GRD GROUND PARALLEL WIRED TO M12 5PIN MALE 5METER LED MOV 110-220V GREY PUR JACKET 18AWG BLACK BODY,$23.10,ea.,,01/22/24,,,,$0.00,
GLA,CONN,2149302,VAN-029-00,"Mencom Type A Valve Connector, Field Wireable, 2 Conductor +GND",$2.42,ea.,VLV CONN. NO LEADS,01/22/24,,,,$0.00,
COC,RHV,8210G002-24V,8210G002-24V,"ASCO Red Hat 1/2"" Solenoid Valve, NC, 24VDC w/Type A DIN Electrical Conn.",$120.46,ea.,,07/11/22,,,,$0.00,
COC,RHV,8210G095-24V,8210G095-24V,"ASCO Red Hat 3/4"" Solenoid Valve, NC, 24VDC w/ 1/2"" FNPT Wire Leads",$175.06,ea.,,07/11/22,,,,$0.00,
BLICH,VLV,C8210G002AC120/60,PU-15CVN04A5,"Solenoid Valve 1/2"" NPT, NC, 120VAC w/Type A DIN Conn (Comes with DIN Plug)",$38.00,ea.,VALVE,03/15/22,5,,,$0.00,
BLICH,VLV,SC8210G002DC24/DC,PU-15CVN04D3,"Solenoid Valve 1/2"" NPT, NC, 24VDC w/Type A DIN Conn. (Comes with DIN Plug)",$38.00,ea.,VALVE,03/15/22,3,,,$0.00,
COC,CCV,B215+LF24,B215+LF24 US,"2 Way 1/2"" NPT, 10CV, On/Off Spring Return, 24VAC/DC",$184.91,ea.,"CHARACTERIZED
CONTROL VALVE ASSEMBLIES
(ELECTRIC)",11/05/21,,,,$0.00,
COC,CCV,B219+LF24,B219+LF24 US,"2 Way 3/4"" NPT, 10CV, On/Off Spring Return, 24VAC/DC",$211.23,ea.,,11/05/21,,,,$0.00,
COC,CCV,B222+LF25,B222+LF25,"2 Way 1.0"" NPT, 7.4CV, On/Off Spring Return, 24VAC/DC",$215.55,ea.,,11/05/21,,,,$0.00,
COC,CCV,B248+AFRB24,B248+AFRB24,"2 Way 2.0"" NPT, 29CV, On/Off Spring Return, 24VAC/DC",$524.46,ea.,,06/27/25,,,,$0.00,
COC,CCV,B249+AFRB24,B249+AFRB24,"2 Way 2.0"" NPT, 46CV, On/Off Spring Return, 24VAC/DC",$530.58,ea.,,06/27/25,,,,$0.00,
COC,MGBV,G215B-C+LVKB24-SR,G215B-C+LVKB24-SR,"2-Way MGBV, 1/2"" NPT, 0.4CV, W/ FS, NC/FC, 24VDC, 4-20mA, Bronze Body, Brass Plug, SS Stem",$429.66,ea.,"GLOBE VALVE ASSEMBLIES
(ELECTRIC)",09/23/21,,,,$0.00,
COC,MGBV,G225B-K+LVKB24-SR,G225B-K+LVKB24-SR,"2-Way MGBV, 1.0"" NPT, 10CV, W/ FS, NC/FC, 24VDC, 4-20mA, Bronze Body, Brass Plug, SS Stem",$502.83,ea.,,11/15/21,,,,$0.00,
COC,MGBV,Belimo,G240B-N+LVKB24-SR,"MGBV, 1.5"" NPT, 28CV, W/ FS, (), 24VDC, 4-20mA, Bronze Body, Brass Plug, SS Stem 2-Way",$706.64,ea.,VALVE,07/05/23,,,,$0.00,
COC,MGBV,,G250B-N+LVKX24-SR,"2-Way MGBV, 2.0"" NPT, 40CV, W/ FS, NC/FC, 24VDC, 4-20mA, Bronze Body, Brass Plug, SS Stem",$685.22,ea.,,11/15/21,,,,$0.00,
COC,MCCV,B219+LF24-SR,B219+LF24-SR US,"2-Way MCCV, 3/4"" NPT, 10CV, Spring Return, NO/FO, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem",$286.92,ea.,"MODULATING CHARACTERIZED CONTROL VALVE ASSEMBLIES
(ELECTRIC)",04/18/22,,,,$0.00,
COC,MCCV,B224+LF24-SR,B224+LF24-SR US,"2-Way MCCV, 1"" NPT, 19CV, Spring Return, NO/FO, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem",$268.17,ea.,,09/24/21,,,,$0.00,
COC,MCCV,B224+LF24-SR-S,B224+LF24-SR-S,"2-Way MCCV W/AUX, 1"" NPT, 19CV, Spring Return, NO/FO, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem",$301.70,ea.,,03/17/22,,Use this one for now,,$0.00,
COC,MCCV,B248+AFRB24-SR,B248+AFRB24-SR,"2-Way MCCV, 2"" NPT, 29CV, Spring Return, NO/FO, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem",$621.05,ea.,,06/27/25,,,,$0.00,
COC,MCCV,Belimo,B249+AFRB24-SR,"MCCV, 2"" NPT, 46CV, Spring Return,  24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem 2-Way",$542.12,ea.,VALVE,09/13/23,,,,$0.00,
COC,MCCV,,B250+AFRB24-SR,"2-Way MCCV, 2"" NPT, 57CV, Spring Return, NO/FO, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem",tbd,ea.,,04/12/22,,,,#INVALID OPERATION,
COC,MCCV,,Z2050Q-J+CQKB24-SR-RR,"2-Way Zonetight MCCV, 1/2"" NPT, 5.9CV, W/ FS, NC/FC, 24VAC/DC, 4-20mA, Brass Body, Chrome Ball And Stem",$116.78,ea.,"MODULATING AND NON MONDULATING ZONETIGHT  ASSEMBLIES
(ELECTRIC)",11/23/21,,,,$0.00,
COC,MCCV,,Z2050Q-J+CQKB24-SR-LL,"2-Way Zonetight MCCV, 1/2"" NPT, 5.9CV, W/ FS, NO/FO, 24VAC/DC, 4-20mA, Brass Body, Chrome Ball And Stem",$116.78,ea.,,,,,,$0.00,
COC,CCV,Belimo,Z2050Q-J+CQKB24-RR,"Zonetight CCV, 1/2"" NPT, 5.9CV, W/ FS, () 24VAC/DC, 4-20mA, Brass Body, Chrome Ball And Stem 2-Way",$94.44,ea.,VALVE,,,,,$0.00,
COC,MCCV,,Z2075Q-K+CQKB24-SR-RR,"2-Way Zonetight MCCV, 3/4"" NPT, 9.8CV, W/ FS, NC/FC, 24VDC, 4-20mA, Brass Body, Chrome Ball And Stem",$126.16,ea.,,11/23/21,,,,$0.00,
COC,CCV,Belimo,Z2075Q-K+CQKB24-RR,"Zonetight CCV, 3/4"" NPT, 9.8CV, W/ FS,(), 24VAC/DC, 4-20mA, Brass Body, Chrome Ball And Stem 2-Way",$111.74,ea.,VALVE,09/15/23,1,,,$0.00,
COC,CCV,,Z2075Q-K+CQKBUP-RR,"2-Way Zonetight CCV, 3/4"" NPT, 9.8CV, W/ FS, NC/FC, 100-240VAC, Brass Body, Chrome Ball And Stem",$119.12,ea.,,08/12/22,,,,$0.00,
COC,MCCV,Belimo,Z2100Q-K+CQKX24-SR,"Zonetight MCCV, 1"" NPT, 8.2CV, W/ FS, (), 24VAC, 4-20mA, Brass Body, Chrome Ball And Stem 2-Way",$171.22,ea.,VALVE,03/17/22,,Have 4 in Stock,,$0.00,
COC,MCCV,,Z2100Q-K+CQKBUP-RR,"2-Way Zonetight CCV, 1"" NPT, 8.2CV, W/ FS, NC/FC, 100-240VAC, Brass Body, Chrome Ball And Stem",$147.43,ea.,,09/06/22,,,,$0.00,
COC,CCV,Belimo,Z2100Q-K+CQKB24-RR,"Zonetight CCV, 1"" NPT, 8.2CV, W/ FS, (), 24V AC/DC, Brass Body, Chrome Ball And Stem 2-Way",$141.30,ea.,VALVE,09/15/23,,,,$0.00,
COC,MCCV,Belimo,Z2050Q-J+CQKB24-SR-RL,"Zonetight MCCV, 1/2"" NPT, 5.9CV, W/ FS,(), 24VAC/DC, 4-20mA, Brass Body, Chrome Ball And Stem 2-Way",$116.78,ea.,VALVE,10/26/23,,,,$0.00,
COC,MCCV,Belimo,Z2075Q-K+CQKB24-SR-LL,"Zonetight MCCV, 3/4"" NPT, 9.8CV, W/ FS, (), 24VDC, 4-20mA, Brass Body, Chrome Ball And Stem 2-Way",$105.53,ea.,VALVE,10/26/23,,,,$0.00,
COC,MCCV,Belimo,Z2100Q-K+CQKB24-SR-LL,"Zonetight MCCV, 1"" Modulating  Valve 4-20mA w/Resistor",$138.16,ea.,VALVE,07/05/23,,,,$0.00,
COC,MCCV,Z2100Q-K+CQKX24-SR,Z2100Q-K+CQKX24-SR,"2-Way Zonetight MCCV, 1"" NPT, 8.2CV, W/ FS, NC/FC, 24VAC, 4-20mA, Brass Body, Chrome Ball And Stem",$171.22,ea.,VALVE,,,,,$0.00,
COC,MCCV,Belimo,Z2100Q-K+CQKB24-SR-RL,"Zonetight MCCV, 1"" NPT, **CV, W/ FS, (), 24VAC, 4-20mA, Brass Body, Chrome Ball And Stem 2-Way",$203.36,ea.,VALVE,07/05/23,,,,$0.00,
COC,MCCV,Belimo,B224+LF24-SR US,"MCCV, 1"" NPT, 19CV, Spring Return,  24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem 2-Way",$268.17,ea.,VALVE,,,,,$0.00,
COC,MCCV,Belimo,B219+LF24-SR US,"MCCV, 3/4"" NPT, 10CV, Spring Return, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem 2-Way",$286.92,ea.,VALVE,10/26/23,,,,$0.00,
COC,MCCV,Belimo,B224+LF24-SR-S,"MCCV, 1"" NPT, 19CV, Spring Return, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem 2-Way",$301.70,ea.,VALVE,10/26/23,,,,$0.00,
COC,MCCV,Belimo,B223+LF24-SR US,"MCCV, 1"" NPT, 10CV, Spring Return, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem 2-Way",$330.89,ea.,VALVE,10/26/23,,,,$0.00,
COC,MCCV,Belimo,B239+AFRB24-SR,"MCCV 1-1/2"" NPT, 29CV, Spring Return, 24VAC, 4-20mA, Nickle Plated Brass Body Stainless Steel Ball and Stem 2-Way",$408.75,ea.,VALVE,09/13/23,,,,$0.00,
COC,MCCV,Belimo,B238+AFRB24-SR,"MCCV 1-1/2"" NPT, 19CV, Spring Return, 24VAC, 4-20mA, Nickle Plated Brass Body Stainless Steel Ball and Stem 2-Way",$409.47,ea.,VALVE,08/25/23,,,,$0.00,
COC,MCCV,Belimo,B248+AFRB24-SR,"MCCV, 2"" NPT, 29CV, Spring Return, 24VDC, 4-20mA, Nickel Plated Brass Body, SS Ball And Stem 2-Way",$442.63,ea.,VALVE,09/13/23,,,,$0.00,
COC,MCCV,Belimo,G225B-K+LF24-SR,"MCCV, 1"" NPT, 10CV, Bronze Body, Bronze Seat, Stainless Steel Stem, Spring Return, 24 VAC, 4-20mA",$687.74,ea.,VALVE,09/13/23,,,,$0.00,
COC,MCCV,Belimo,G232B-M+LF24-SR,"MCCV, 1-1/4"" NPT, 20CV, Bronze Body, Bronze Seat, Stainless Steel Stem, Spring Return, 24 VAC, 4-20mA",$718.98,ea.,VALVE,07/05/23,,,,$0.00,
COC,MCCV,Belimo,G250B-N+LVKB24-SR,"MCCV, 2"" NPT, 40CV, Bronze Body, Bronze Seat, Stainless Steel Stem, Spring Return, 24 VAC, 4-20mA",$824.00,ea.,VALVE,09/13/23,,,,$0.00,
COC,MCCV,Belimo,B278+AFRX24-MFT,"MCCV, 3"" NPT, 130CV, Bronze Body, Bronze Seat, Stainless Steel Stem, Spring Return, 24 VAC, 4-20mA",$843.45,ea.,VALVE,,1,,,$0.00,
COC,MCCV,Belimo,G6100C+AVKB24-MFT,"MCCV, 4"" Flanged, 170 Cv, Cast Iron Body, Stainless Steel Seat And Stem, 24 VAC,","$2,162.93",ea.,VALVE,07/02/23,,,,$0.00,
COC,MGBV,Belimo,G215B-C+LVKB24-SR,"MGBV, 1/2"" NPT, 0.4CV, W/ FS,(), 24VDC, 4-20mA, Bronze Body, Brass Plug, SS Stem 2-Way",$429.66,ea.,VALVE,,2,,,$0.00,
COC,MGBV,Belimo,G225B-K+LVKB24-SR,"MGBV, 1.0"" NPT, 10CV, W/ FS, (), 24VDC, 4-20mA, Bronze Body, Brass Plug, SS Stem 2-Way",$502.83,ea.,VALVE,,,,,$0.00,
COC,MGBV,Belimo,G240B-N+LVKB24-SR,"MGBV, 1.5"" NPT, 28CV, W/ FS, (), 24VDC, 4-20mA, Bronze Body, Brass Plug, SS Stem 2-Way",$706.64,ea.,VALVE,10/26/23,,,,$0.00,
COC,MGBV,Belimo,G250B-N+LVKX24-SR,"MGBV, 2.0"" NPT, 40CV, W/ FS, (), 24VDC, 4-20mA, Bronze Body, Brass Plug, SS Stem 2-Way",$685.22,ea.,VALVE,,,,,$0.00,
COC,VLV,CQKB24-RR,CQKB24-RR,"On/Off, Zonetight Electric Fail-Safe Valve Actuator, 24V",$86.15,ea.,VALVE,,,,,$0.00,
FOR,PBV,3274652,"1/2"" 9FB-3600XT/VPVL100SR4/5","PBV, 1/2"" NPT, **CV, Spring Return, 60psi, SS Body Ball And Stem 2-Way",$348.00,ea.,VALVE,04/12/22,,,,$0.00,
FOR,PBV,3274664,"3/4"" 9FB-3600XT/VPVL200SR4/5","2-Way PBV, 3/4"" NPT, 33CV, Spring Return, NO/FO, 60psi, SS Body Ball And Stem",$351.00,ea.,,09/23/21,,,,$0.00,
FOR,PBV,3260298,"1"" 9FB-3600XT/VPVL200SR4/5","PBV, 1.0"" NPT, 44CV, Spring Return, NC/FC, 60psi, SS Body Ball And Stem 2-Way",$492.00,ea.,VALVE,11/16/21,,,,$0.00,
FOR,PBV,4442042,BLV2C-.75-NO-316,"2-Way PBV, 3/4"" TC, TBD CV, Spring Return, NO/FO, 80psi, SS Body Ball And Stem",$413.50,ea.,,11/19/21,,,,$0.00,
FOR,PBV,4442043,BLV2C-1-NO-316,"2-Way PBV, 1.0"" TC, TBD CV, Spring Return, NO/FO, 80psi, SS Body Ball And Stem",$428.50,ea.,,11/19/21,,,,$0.00,
FOR,PBV,4442044,BLV2C-1.5-NO-316,"2-Way PBV, 1.5"" TC, 95 CV, Spring Return, NO/FO, 80psi, SS Body Ball And Stem",$621.25,ea.,,11/19/21,,,,$0.00,
FOR,PBV,,BLV2C-3-NO-316,"PBV, 3.0"" TC, TBD CV, Spring Return, NO/FO, 80psi, SS Body Ball And Stem2-Way","$1,034.00",ea.,VALVE,12/20/21,,,,$0.00,
FOR,PBV,4298584,BLV2C-3-NC-316,"2-Way PBV, 3.0"" TC, TBD CV, Spring Return, NC/FC, 80psi, SS Body Ball And Stem","$1,034.00",ea.,,12/20/21,,,,$0.00,
FOR,MCCV,4562505,"1/2"" 9FB-3600XT/ADCWX150UI1-IP","XP, MCCV, 1/2"" NPT Stainless Steel Electric Actuator, Power Close Power Open, 4-20mA","$2,172.00",ea.,,10/26/23,,,,$0.00,
FOR,MGGV,4560225,"1/2"" 3522-7 / V200P","XP, MGBV, 1/2"" NPT Stainless Steel, Pneumatic Actuator, CV5, (FC) 3-15 PSI","$4,456.00",ea.,,11/17/23,,,,$0.00,
FOR,PT,3001238,968-021-000,"XP, Pressure Transducer, 4-20mA, 3-15 PSIG",$964.00,ea.,,10/26/23,,,,$0.00,
IFM,MFM,SM8601,SM8601,"MAG FLOW METER W/ PULSE, 1"" NPT, 24VDC, 0.1-26.4GPM",$615.23,ea.,IFM FLOW METER,12/19/24,,,,$0.00,
IFM,FM,SM2000,SM2000,Flow Meter (15-600LPM) 4-20mA,$784.88,ea.,SENSOR,12/19/24,,,,$0.00,
IFM,CABLE,ZZ1060,ZZ1060,IO Link Interface KIT,$291.55,ea.,INTERFACE,12/19/24,,,,$0.00,
IFM,,AL1327,AL1327,,$352.45,ea.,,12/19/24,,,,$0.00,
IFM,,AL1343,AL1343,,$352.45,ea.,,12/19/24,1,,,$0.00,
FIM,,AL2230,AL2230,,$170.80,ea.,,12/19/24,,,,$0.00,
IFM,,AL2231,AL2231,,$274.75,ea.,,12/19/24,,,,$0.00,
IFM,,AL2284,AL2284,,$172.50,ea.,,12/19/24,,,,$0.00,
IFM,,DP2200,DP2200,,$99.30,ea.,,12/19/24,,,,$0.00,
IFM,,E10109,E10109,,$8.80,ea.,,12/19/24,,,,$0.00,
IFM,,E12354,E12354,,$13.20,ea.,,12/19/24,,,,$0.00,
IFM,,E12542,E12542,,$9.00,ea.,,12/19/24,,,,$0.00,
IFM,,E12598,E12598,,$9.00,ea.,,12/19/24,,,,$0.00,
IFM,,E18161,E18161,,$12.00,ea.,,12/19/24,,,,$0.00,
IFM,,E18162,E18162,,$12.00,ea.,,12/19/24,,,,$0.00,
IFM,,E21133,E21133,,$28.93,ea.,,12/19/24,,,,$0.00,
IFM,,E30054,E30054,,$11.60,ea.,,12/19/24,,,,$0.00,
IFM,,IGS289,IGS289,,$22.05,ea.,,12/19/24,,,,$0.00,
IFM,,LDL200,LDL200,,"$1,130.22",ea.,,12/19/24,,,,$0.00,
IFM,,LDL201,LDL201,,"$1,023.75",ea.,,12/19/24,,,,$0.00,
IFM,,LMC502,LMC502,,$221.36,ea.,,12/19/24,,,,$0.00,
IFM,,LW2120,LW2120,,"$1,406.63",ea.,,12/19/24,,,,$0.00,
IFM,,O1D100,O1D100,,$325.07,ea.,,12/19/24,,,,$0.00,
IFM,,O1D300,O1D300,,$334.62,ea.,,12/19/24,,,,$0.00,
IFM,,PN2294,PN2294,,$353.85,ea.,,12/19/24,,,,$0.00,
IFM,,PN2694,PN2694,,$308.40,ea.,,12/19/24,,,,$0.00,
IFM,,PX3224,PX3224,,$116.00,ea.,,12/19/24,,,,$0.00,
IFM,,PX3227,PX3227,,$161.25,ea.,,12/19/24,,,,$0.00,
IFM,,PX3238,PX3238,,$192.11,ea.,,12/19/24,,,,$0.00,
IFM,,SA4110,SA4110,,$265.50,ea.,,12/19/24,,,,$0.00,
IFM,,SD6601,SD6601,,$582.90,ea.,,12/19/24,,,,$0.00,
IFM,,SV7610,SV7610,,$298.77,ea.,,12/19/24,,,,$0.00,
IFM,,TT2281,TT2281,,$57.80,ea.,,12/19/24,,,,$0.00,
IFM,,TT2291,TT2291,,$74.70,ea.,,12/19/24,,,,$0.00,
IFM,,TT9291,TT9291,,$70.80,ea.,,12/19/24,,,,$0.00,
IFM,,UIT504,UIT504,,$296.73,ea.,,12/19/24,,,,$0.00,
COC,PMCV,,V5011N1099/U+MP953C1075/U,"2-Way PMCV, 2"" NPT, 46.8CV, Spring Return, NO/FO, 8-12 PSI, Red Brass Body, SS Ball And Stem",$852.84,ea.,"MODULATING CHARACTERIZED CONTROL VALVE ASSEMBLIES
(PNEUMATIC)",01/06/22,,,,$0.00,
GLA,TB,~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~,GLA- Terminal Block (Overhead),~~~~~~~,,,,,,,#INVALID OPERATION,
GLA,TB,3363173,ZK2.5-4P,12 AWG Grey 4pt Terminal Block 20A,$0.94,ea.,4PT TERMINAL BLOCKS,08/15/24,,50pc/box,,$0.00,
GLA,TB,3363174,ZK2.5-4P-BL,12 AWG Blue 4pt Terminal Block 20A,$0.94,ea.,,08/15/24,,50pc/box,,$0.00,
GLA,TB,3398637,ZK2.5-PE-4P,12 AWG GND 4pt Terminal Block 20A (Green/Yellow),$3.45,ea.,,08/15/24,,20pc/box,,$0.00,
GLA,TB,3603864,ZK4-PE-4P,10 AWG GND 4pt Terminal Block 30A (Green/Yellow),$3.40,ea.,,08/15/24,,,,$0.00,
GLA,TB,3603852,ZK4-4P,10 AWG Grey 4pt Terminal Block 30A,$1.12,ea.,,08/15/24,,,,$0.00,
GLA,TB,3364002,EK-2.5-4P,4pt 10/12AWG Terminal Block End Section,$1.41,ea.,,08/15/24,,20pc/bag,,$0.00,
GLA,TB,2913171,BAM4,DIN-Anchor Dark Grey,$0.84,ea.,,08/15/24,,50pc/bag,,$0.00,
GLA,JUM,2913168,JB5-2,2pt Orange TB Jumper (32A),$0.80,ea.,,08/15/24,,,,$0.00,
GLA,JUM,3339027,JB5-3,3pt Orange TB Jumper (32A),$1.41,ea.,,08/15/24,,,,$0.00,
GLA,JUM,2963912,JB5-5,5pt Orange TB Jumper (32A),$2.27,ea.,,08/15/24,,,,$0.00,
GLA,JUM,2955784,JB5-10,10pt Orange TB Jumper (32A),$3.96,ea,,08/15/24,,,,$0.00,
GLA,TB,3794162,ZK2.5-T3,12AWG 3-Tier Terminal Block Gray Three Circuit,$2.67,ea.,3-Tier TBs,08/15/24,,,,$0.00,
GLA,TB,4443847,ZK2.5-T1,12AWG 3-Deck Terminal Block Gray One Circuit,$7.33,ea.,,01/22/24,,,,$0.00,
GLA,TB,3706457,EK2.5-T3,3-Tier Terminal Block Gray End Section,$0.80,ea.,,08/15/24,,,,$0.00,
GLA,TB,,,8AWG Grey 2pt Terminal Block (screw),,,2PT TERMINAL BLOCKS,,,"*OBSOLETE, USE 2913164 INSTEAD",,$0.00,
GLA,TB,2961614,ZS10-PE,8MM (6AWG) GND Green/Yellow 2pt Terminal Block,$3.45,ea.,,08/15/24,,,,$0.00,
GLA,TB,2913167,ZS4-ZS25,ENTRELEC 8MM Terminal Block End Section,$0.29,,,08/15/24,,,,$0.00,
GLA,TB,2913164,ZS10,6 AWG Grey 2pt Terminal Block (screw),$1.03,ea.,,08/15/24,,11.5 IN-LB,,$0.00,
GLA,TB,2961614,ZS10-PE,6 AWG GND Green/Yellow 2pt Terminal Block (screw),$3.45,ea.,,08/15/24,,11.5 IN-LB,,$0.00,
GLA,TB,2913167,ZS4-ZS25,6 AWG 2pt Terminal Block End Section,$0.29,ea.,,08/15/24,,,,$0.00,
GLA,TB,3343867,ZS16,4AWG Grey Screw Terminal Blocks (67AMP),$0.76,ea.,,08/15/24,,,,$0.00,
GLA,TB,3418345,ZS16-PE,4AWG GND Green/Yellow Screw Terminal Block (67AMP),$4.45,ea.,,08/15/24,,,,$0.00,
GLA,TB,2913167,1SNK505910R0000,End Section for 4AWG & 3AWG Screw Blocks,$0.29,ea.,,08/15/24,,,,$0.00,
GRY,TB,~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~,GRY- Terminal Block (Overhead),~~~~~~~,,,,,,,#INVALID OPERATION,
GRY,TB,25404896,3209581,12 AWG Blue 4PT 2.5-Quattro Terminal Block,$0.61,ea.,,08/15/24,,50pc/box,,$0.00,
GRY,TB,25378159,3209578,12 AWG Gray 4PT 2.5-Quattro Terminal Block,$0.61,ea.,,08/15/24,,50pc/box,,$0.00,
GRY,TB,25378160,3209594,12 AWG GND 4PT 2.5-Quattro Terminal Block,$1.97,ea.,,08/15/24,,50pc/box,,$0.00,
GRY,TB,99694651,3030514,12 AWG Terminal Block Cover,$0.20,ea.,,08/15/24,,50pc/bag,,$0.00,
GRY,TB,25412832,3211797,10 AWG Gray 4PT 4-Quattro Terminal Block,$0.65,ea.,,08/15/24,,50pc/box,,$0.00,
GRY,TB,25412833,3211809,10 AWG GND 4PT 4-Quattro Terminal Block,$1.76,ea.,,08/15/24,,50pc/box,,$0.00,
GRY,TB,25412830,3208979,10 AWG Terminal Block Cover,$0.20,ea.,,08/15/24,,50pc/box,,$0.00,
GRY,TB,25638473,3212138,#6/#4 AWG Gray Curve PT16N Terminal Block,$1.70,ea.,,08/15/24,,50pc/box,,$0.00,
GRY,TB,25719565,3212147,#6/#4 AWG GND Curve PT16N-PE Terminal Block,$3.50,ea.,,08/15/24,,50pc/box,,$0.00,
GRY,TB,25638472,3212060,#6/#4 AWG Curve Terminal Block Cover,$0.43,ea.,,08/15/24,,50pc/box,,$0.00,
GRY,TB,25419638,3210499,12AWG 3-Tier Terminal Block Gray Three Circuit,$2.18,ea.,,08/15/24,,50pc/box,,$0.00,
GRY,TB,25408432,3211647,3-Tier Terminal Block Gray End Section,$0.44,ea.,,08/15/24,,50pc/box,,$0.00,
GRY,TB,99538183,0800886,E/NS 35N Din Anchor,$0.37,ea.,,08/15/24,,50pc/box,,$0.00,
GRY,TB,99694631,3030213,FBS-10-5 Red Jumper (10-pole),$1.32,ea.,,08/15/24,,10pc/bag,,$0.00,
SHA,TB,~~~~~~~~~~~~,~~~~~~~~~~~~~~~~~~~~~~~~~~,SHA- Terminal Block (Overhead),~~~~~~~,,,,,,,#INVALID OPERATION,
SHA,TB,,3209581,12 AWG Blue 4PT 2.5-Quattro Terminal Block,$0.64,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
SHA,TB,,3209578,12 AWG Gray 4PT 2.5-Quattro Terminal Block,$0.64,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
SHA,TB,,3209594,12 AWG GND 4PT 2.5-Quattro Terminal Block,$2.35,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
SHA,TB,,3030514,12 AWG Terminal Block Cover,$0.24,ea.,,07/29/25,,SHALTZ STOCK,,$0.00,
SHA,TB,,3211797,10 AWG Gray 4PT 4-Quattro Terminal Block,$0.83,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
SHA,TB,,3211809,10 AWG GND 4PT 4-Quattro Terminal Block,$2.09,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
SHA,TB,,3208979,10 AWG Terminal Block Cover,$0.24,ea.,,07/29/25,,SHATLZ STOCK,,$0.00,
SHA,TB,,3212138,#6/#4 AWG Gray Curve PT16N Terminal Block,$1.98,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
SHA,TB,,3212147,#6/#4 AWG GND Curve PT16N-PE Terminal Block,$4.08,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
SHA,TB,,3212060,#6/#4 AWG Curve Terminal Block Cover,$0.50,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
SHA,TB,,3210499,12AWG 3-Tier Terminal Block Gray Three Circuit,$2.56,ea.,,07/29/25,,SHALTZ STOCK,,$0.00,
SHA,TB,,3211647,3-Tier Terminal Block Gray End Section,$0.51,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
SHA,TB,,0800886,E/NS 35N Din Anchor,$0.44,ea.,,07/29/25,,SHALTZ STOCK,,$0.00,
SHA,TB,,3030213,FBS-10-5 Red Jumper (10-pole),$1.36,ea.,,07/29/25,,FACTORY STOCK,,$0.00,
GLA,CABLE,2568555,570-110-001 QUICKTRON,ETHERNET RJ45 BLUE PATCH CORD 1',$1.29,ea.,,01/22/24,,,,$0.00,
GLA,CABLE,2533747,570-110-003 QUICKTRON,ETHERNET RJ45 BLUE PATCH CORD 3',$1.63,ea.,,01/22/24,,,,$0.00,
GLA,CABLE,2568568,570-110-005 QUICKTRON,ETHERNET RJ45 BLUE PATCH CORD 5',$2.28,ea.,,01/22/24,,,,$0.00,
GLA,CABLE,2568569,570-110-007 QUICKTRON,ETHERNET RJ45 BLUE PATCH CORD 7',$2.70,ea.,,01/22/24,,,,$0.00,
GLA,CABLE,2568571,570-110-010 QUICKTRON,ETHERNET RJ45 BLUE PATCH CORD 10',$3.31,ea.,,01/22/24,,,,$0.00,
KDL,CABLE,3719137,41202,Icotek KT 2/7 Grey Insert,$2.72,ea.,,10/01/25,,,,$0.00,
